scrip,name,ltp,score,band,rsi,stretch_pct,entry,sup,res,bollinger,macd,macd_crossover_risk,health_trend,flow_pressure,data_confidence,navps,witnesses,depth,stack_bucket,stack_win_pct,stack_net_pct,stack_median_pct,stack_n,market_regime,regime_mean_pct,signals,signal_status,net_exp_pct,profit_factor,z,hit_pct,p_up_raw,p_up_cal,base_rate_up,signal_brier,signal_n,tk_hit_pct,tk_net_pct,tk_n,best_sig,best_sig_hit,best_sig_net,best_sig_n,vol_ann_pct,max_dd_5y_pct,var95_daily_pct,beta,crashP_pct,cat,liquidity,updated,history_last_bar
NITOLINS,Nitol Insurance PLC.,37.9,28,Weak,66,16.1,fair,31.7,38.9,inside bands (-0.0σ),bearish,watch-bullish,deteriorating,accumulation,high,31.3,0,0,none,,,,,bull,-0.58,52w-high breakout|MACD bull cross|Bullish Engulfing,WORKS,1.28,1.42,4.8,46.6,0.434,0.417,0.436,0.2367,1189,42.6,0.9,47,RSI<30 oversold,64.3,5.42,115,37.9,-69.7,-3.32,0.82,9.2,A,0.1,2026-07-09,2026-07-10
NORTHERN,Northern Jute Manufacturing Co. Ltd.,112.4,0,High risk,58,1.0,fair,105.0,116.0,inside bands (+0.7σ),bullish,none,stable,distribution,high,81.66,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,52w-high breakout,66.7,10.22,72,42.6,-80.2,-3.74,0.91,4.2,Z,1.7,2026-07-09,2026-07-10
NORTHRNINS,Northern Islami Insurance PLC.,39.7,29,Weak,38,7.3,IN-ZONE,38.3,45.3,inside bands (-1.0σ),bearish,none,deteriorating,accumulation,high,25.48,0,0,none,,,,,bull,-0.58,Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.4,0.417,0.436,0.2436,2558,40.0,-0.55,80,Stretch<-30% vs MA200,71.6,12.18,74,41.0,-66.0,-3.59,0.9,9.3,A,0.1,2026-07-09,2026-07-10
NPOLYMER,National Polymer Industries PLC.,34.6,14,High risk,65,10.0,fair,31.6,34.9,inside bands (+0.6σ),bearish,watch-bullish,deteriorating,accumulation,high,29.65,0,0,none,,,,,bull,-0.58,MACD bull cross|Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.446,0.417,0.436,0.2436,2558,41.2,-0.81,80,Stretch>50% vs MA200,78.2,4.65,55,32.3,-66.6,-2.99,1.06,5.8,B,0.1,2026-07-09,2026-07-10
NRBBANK,NRB Bank PLC.,6.0,9,High risk,40,0.2,IN-ZONE,5.9,6.2,inside bands (+1.1σ),bullish,none,deteriorating,neutral,high,12.66,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Bearish Engulfing,80.0,4.39,30,47.1,-66.7,-4.48,1.31,1.9,Z,0.6,2026-07-09,2026-07-10
NRBCBANK,NRBC Bank PLC.,7.3,0,High risk,43,-0.5,IN-ZONE,7.2,7.4,inside bands (-1.8σ),bearish,none,deteriorating,neutral,high,16.74,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch<-30% vs MA200,50.9,2.25,55,39.9,-87.5,-3.77,0.92,5.5,Z,0.5,2026-07-09,2026-07-10
NTC,National Tea Company Ltd.,166.7,0,High risk,65,5.2,EXTENDED,152.0,177.0,inside bands (+0.0σ),bearish,watch-bullish,deteriorating,neutral,high,-144.97,0,0,none,,,,,bull,-0.58,Price reclaims MA200|Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.347,0.333,0.436,0.2436,2558,40.3,0.73,72,RSI<30 oversold,69.1,5.48,97,50.2,-84.7,-3.79,0.81,3.2,Z,0.9,2026-07-09,2026-07-10
NTLTUBES,National Tubes Limited,75.5,62,Fair,78,19.3,EXTENDED,61.9,76.0,inside bands (+1.0σ),bullish,none,stable,accumulation,high,137.61,0,0,none,,,,,bull,-0.58,Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.393,0.333,0.436,0.2436,2558,39.3,-0.65,84,Stretch<-30% vs MA200,68.3,6.45,126,29.7,-55.5,-2.79,0.79,5.3,B,0.1,2026-07-09,2026-07-10
NURANI,Nurani Dyeing & Sweater Limited,2.9,0,High risk,38,-2.9,IN-ZONE,2.8,3.0,inside bands (-0.8σ),bearish,watch-bullish,deteriorating,neutral,high,11.23,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,RSI>70 overbought,89.5,5.19,38,47.7,-89.7,-4.76,1.38,5.0,Z,1.4,2026-07-09,2026-07-10
OAL,Olympic Accessories Limited,6.8,0,High risk,61,9.9,fair,6.6,6.9,inside bands (+1.7σ),bullish,none,deteriorating,accumulation,high,9.5,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch>50% vs MA200,69.6,3.92,79,51.5,-83.0,-4.6,1.55,6.7,Z,0.3,2026-07-09,2026-07-10
OIMEX,Oimex Electrode Limited,16.2,0,High risk,53,9.6,fair,15.0,16.5,inside bands (+0.8σ),bearish,watch-bullish,deteriorating,neutral,high,3.27,0,0,none,,,,,bull,-0.58,Price reclaims MA200,NO-EDGE,-0.57,0.98,-10.1,40.9,0.378,0.333,0.436,0.2363,2100,37.8,0.14,37,RSI>70 overbought,63.0,1.65,54,45.6,-64.9,-3.92,1.36,3.5,Z,0.2,2026-07-09,2026-07-10
OLYMPIC,Olympic Industries PLC.,157.3,63,Fair,76,7.0,EXTENDED,145.4,158.6,inside bands (+1.5σ),bullish,watch-bearish,improving,accumulation,high,62.35,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,52w-high breakout,60.7,3.23,117,28.8,-47.7,-2.48,0.66,3.7,A,unavailable,2026-07-09,2026-07-10
ONEBANKPLC,One Bank PLC,7.7,34,Weak,27,2.0,IN-ZONE,7.6,8.5,inside bands (-0.7σ),bearish,none,improving,accumulation,high,22.43,0,0,none,,,,,bull,-0.58,RSI<30 oversold,WORKS,1.25,1.61,15.2,52.9,0.651,0.514,0.436,0.2542,16105,65.1,2.63,175,Stretch<-30% vs MA200,47.8,6.4,46,32.2,-67.7,-2.74,0.86,3.7,Z,0.1,2026-07-09,2026-07-10
ORIONINFU,Orion Infusion Ltd.,297.6,0,High risk,31,-4.6,IN-ZONE,288.4,329.0,inside bands (+0.3σ),bullish,none,deteriorating,neutral,high,16.02,0,0,none,,,,,bull,-0.58,RSI<30 oversold,WORKS,1.25,1.61,15.2,52.9,0.769,0.575,0.436,0.2542,16105,76.9,7.18,91,52w-high breakout,63.3,18.47,90,58.0,-75.2,-5.97,0.83,3.6,A,unavailable,2026-07-09,2026-07-10
ORIONPHARM,Orion Pharma Ltd.,30.7,0,High risk,64,13.1,EXTENDED,29.1,30.9,inside bands (+0.8σ),bullish,watch-bearish,deteriorating,accumulation,high,86.09,0,0,none,,,,,bull,-0.58,Price reclaims MA200|Morning Star,NO-EDGE,-0.3,1.06,-5.0,43.4,0.438,0.417,0.436,0.2393,2362,42.4,0.5,59,52w-high breakout,54.5,5.06,44,42.1,-83.6,-3.92,1.26,4.4,Z,0.1,2026-07-09,2026-07-10
PADMALIFE,Padma Islami Life Insurance Limited,18.3,0,High risk,35,2.4,IN-ZONE,17.2,20.8,inside bands (-0.8σ),bearish,watch-bullish,deteriorating,neutral,high,0,0,0,none,,,,,bull,-0.58,Morning Star,NO-EDGE,-0.3,1.06,-5.0,43.4,0.492,0.417,0.436,0.2393,2362,49.2,0.11,63,52w-high breakout,62.9,4.35,62,47.4,-78.1,-4.23,1.05,4.1,Z,0.6,2026-07-09,2026-07-10
PADMAOIL,Padma Oil PLC.,204.6,77,Fair,94,12.8,EXTENDED,180.0,205.3,above upper band,bullish,none,improving,accumulation,high,274.86,0,0,none,,,,,bull,-0.58,Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.43,0.417,0.436,0.2436,2558,43.0,-0.75,107,Stretch<-30% vs MA200,77.8,9.33,36,16.5,-32.0,-1.5,0.39,4.1,A,0.1,2026-07-09,2026-07-10
PARAMOUNT,Paramount Insurance PLC.,65.0,5,High risk,56,14.2,fair,57.8,71.8,inside bands (+0.4σ),bearish,none,improving,accumulation,high,28.16,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch<-30% vs MA200,81.8,12.23,88,46.6,-74.0,-3.99,1.12,12.0,A,unavailable,2026-07-09,2026-07-10
PDL,Pacific Denims Limited,5.7,35,Weak,50,3.3,IN-ZONE,5.6,5.8,inside bands (+1.2σ),bullish,none,deteriorating,accumulation,high,13.58,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch>50% vs MA200,81.6,6.15,49,47.8,-85.6,-4.14,1.45,5.0,Z,0.4,2026-07-09,2026-07-10
PENINSULA,The Peninsula Chittagong PLC,25.5,22,Weak,76,13.1,EXTENDED,23.0,26.0,inside bands (+0.0σ),bearish,watch-bullish,deteriorating,neutral,high,27.9,0,0,none,,,,,bull,-0.58,52w-high breakout|MACD bull cross,WORKS,1.28,1.42,4.8,46.6,0.534,0.475,0.436,0.2367,1189,60.3,3.1,58,52w-high breakout,60.3,3.1,58,41.8,-77.6,-3.62,1.01,11.3,B,unavailable,2026-07-09,2026-07-10
PEOPLESINS,Peoples Insurance PLC.,62.0,38,Weak,55,12.8,fair,60.0,62.4,inside bands (+1.2σ),bullish,watch-bearish,improving,accumulation,high,37.95,0,0,none,,,,,bull,-0.58,Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.408,0.417,0.436,0.2436,2558,40.8,-0.77,98,Stretch<-30% vs MA200,72.2,10.14,97,40.4,-64.7,-3.62,1.07,22.0,A,unavailable,2026-07-09,2026-07-10
PF1STMF,Phoenix Finance 1st Mutual Fund,11.2,0,High risk,91,39.0,EXTENDED,8.1,11.5,inside bands (+1.4σ),bearish,watch-bullish,deteriorating,accumulation,high,7.2,0,0,none,,,,,bull,-0.58,52w-high breakout|MACD bull cross,WORKS,1.28,1.42,4.8,46.6,0.418,0.417,0.436,0.2367,1189,45.2,-3.09,31,Stretch>50% vs MA200,87.8,10.28,41,38.5,-63.3,-3.53,0.55,60.9,A,0.1,2026-07-09,2026-07-10
PHARMAID,Pharma Aids Limited,582.3,40,Mixed,58,2.1,IN-ZONE,560.0,608.0,above upper band,bullish,none,stable,accumulation,high,138.58,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch<-30% vs MA200,73.7,8.97,57,34.4,-51.9,-2.93,0.86,3.5,A,0.2,2026-07-09,2026-07-10
PHENIXINS,Phoenix Insurance PLC.,45.5,18,High risk,64,9.2,fair,43.3,46.4,inside bands (+0.0σ),bearish,watch-bullish,stable,accumulation,high,33.85,0,0,none,,,,,bull,-0.58,MACD bull cross,NO-EDGE,-0.25,1.08,-7.9,42.8,0.385,0.333,0.436,0.2364,4064,38.5,-0.12,135,Stretch<-30% vs MA200,77.4,9.61,31,40.2,-73.1,-3.6,1.06,14.2,A,unavailable,2026-07-09,2026-07-10
PHOENIXFIN,Phoenix Finance and Investments Ltd.,3.7,15,High risk,25,0.6,IN-ZONE,3.6,3.8,inside bands (-0.0σ),bearish,none,deteriorating,accumulation,high,-82.01,0,0,none,,,,,bull,-0.58,RSI<30 oversold,WORKS,1.25,1.61,15.2,52.9,0.457,0.417,0.436,0.2542,16105,45.7,1.01,247,Stretch<-30% vs MA200,46.9,2.86,294,49.0,-94.4,-5.0,1.7,4.2,Z,1.4,2026-07-09,2026-07-10
PHPMF1,PHP First Mutual Fund,3.3,16,High risk,60,5.3,fair,3.2,3.4,inside bands (+1.2σ),bullish,none,deteriorating,accumulation,high,8.15,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Three Outside Down,65.6,1.03,64,35.3,-72.2,-3.23,1.27,4.5,A,0.4,2026-07-09,2026-07-10
PIONEERINS,Pioneer Insurance PLC,71.9,6,High risk,62,11.7,fair,68.8,73.5,inside bands (+1.3σ),bullish,none,stable,accumulation,high,46.97,0,0,none,,,,,bull,-0.58,Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.371,0.333,0.436,0.2436,2558,37.1,-0.12,70,Stretch<-30% vs MA200,91.4,10.35,35,38.1,-80.5,-3.14,1.06,12.1,A,unavailable,2026-07-09,2026-07-10
PLFSL,Peoples Leasing and Fin. Services Ltd.,1.3,0,High risk,43,-24.6,IN-ZONE,1.2,1.4,inside bands (-1.0σ),bullish,none,stable,distribution,high,-149.5,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Double Top,75.0,3.24,32,61.0,-97.5,-6.67,1.61,2.7,Z,0.4,2026-07-09,2026-07-10
POPULAR1MF,Popular Life First Mutual Fund,3.3,20,Weak,62,6.8,fair,3.2,3.4,inside bands (+1.1σ),bearish,none,deteriorating,accumulation,high,8.23,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,RSI<30 oversold,59.1,1.26,137,36.0,-70.3,-3.33,1.36,4.8,A,0.3,2026-07-09,2026-07-10
POPULARLIF,Popular Life Insurance Co. Ltd.,63.1,53,Mixed,51,9.0,fair,62.8,64.2,inside bands (+0.3σ),bearish,watch-bullish,deteriorating,accumulation,high,89.01,0,0,none,,,,,bull,-0.58,Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.4,0.417,0.436,0.2436,2558,40.0,0.46,75,Stretch<-30% vs MA200,83.8,9.06,37,35.6,-67.3,-3.24,1.13,7.3,A,unavailable,2026-07-09,2026-07-10
POWERGRID,Power Grid Company of Bangladesh Ltd.,38.9,4,High risk,55,11.4,fair,35.9,39.4,inside bands (+1.8σ),bullish,none,deteriorating,accumulation,high,139.29,0,0,none,,,,,bull,-0.58,Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.357,0.333,0.436,0.2436,2558,35.7,-0.41,98,Double Top,62.3,1.12,53,33.2,-65.0,-2.9,0.7,7.9,Z,0.1,2026-07-09,2026-07-10
PRAGATIINS,Pragati Insurance PLC.,83.6,53,Mixed,72,11.0,EXTENDED,73.0,88.9,inside bands (+1.9σ),bullish,none,stable,accumulation,high,57.36,0,0,none,,,,,bull,-0.58,Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.469,0.417,0.436,0.2436,2558,46.9,-0.37,98,Stretch<-30% vs MA200,82.3,6.53,79,41.0,-63.5,-3.38,1.21,8.7,A,unavailable,2026-07-09,2026-07-10
PRAGATILIF,Pragati Life Insurance PLC.,193.5,5,High risk,69,2.9,fair,190.2,194.7,inside bands (+0.3σ),bullish,none,deteriorating,accumulation,high,0,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Bullish Engulfing,45.5,1.78,77,49.3,-66.9,-4.28,1.4,3.5,A,unavailable,2026-07-09,2026-07-10
PREMIERBAN,The Premier Bank PLC.,4.9,15,High risk,73,14.5,EXTENDED,4.4,5.2,inside bands (+0.6σ),bullish,watch-bearish,deteriorating,accumulation,high,13.59,0,0,none,,,,,bull,-0.58,Price reclaims MA200,NO-EDGE,-0.57,0.98,-10.1,40.9,0.261,0.285,0.436,0.2363,2100,26.1,-3.63,46,Stretch<-30% vs MA200,60.9,4.85,69,29.2,-73.9,-2.54,1.22,4.3,Z,0.3,2026-07-09,2026-07-10
PREMIERCEM,Premier Cement Mills PLC,52.6,11,High risk,70,20.7,EXTENDED,44.9,53.0,inside bands (+0.3σ),bearish,watch-bullish,stable,accumulation,high,64.5,0,0,none,,,,,bull,-0.58,MACD bull cross,NO-EDGE,-0.25,1.08,-7.9,42.8,0.367,0.333,0.436,0.2364,4064,36.7,-1.73,109,Inverted Hammer,49.4,1.0,83,33.0,-62.2,-2.89,0.86,7.9,A,unavailable,2026-07-09,2026-07-10
PREMIERLEA,Premier Leasing & Finance Limited,2.3,0,High risk,33,-3.8,IN-ZONE,2.2,2.4,inside bands (-0.9σ),bearish,watch-bullish,deteriorating,distribution,high,-74.36,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch<-30% vs MA200,60.9,6.03,220,63.4,-97.7,-6.9,1.69,13.2,Z,0.6,2026-07-09,2026-07-10
PRIME1ICBA,Prime Bank 1st ICB AMCL Mutual Fund,5.3,15,High risk,75,13.7,EXTENDED,4.9,5.4,inside bands (+1.5σ),bullish,none,deteriorating,accumulation,high,7.62,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,RSI>70 overbought,59.8,1.04,107,40.9,-59.4,-3.9,,5.6,A,0.7,2026-07-09,2026-07-10
PRIMEBANK,Prime Bank PLC.,30.0,52,Mixed,48,0.6,IN-ZONE,29.6,30.1,inside bands (+0.3σ),bearish,none,improving,neutral,high,40.0,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch<-30% vs MA200,56.2,6.56,32,25.7,-29.1,-2.13,0.6,3.3,A,unavailable,2026-07-09,2026-07-10
PRIMEFIN,Prime Finance & Investment Ltd.,3.1,0,High risk,40,-4.4,IN-ZONE,3.0,3.2,inside bands (-1.5σ),bullish,none,deteriorating,neutral,high,1.46,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch>50% vs MA200,90.7,7.17,43,57.4,-96.0,-6.06,1.41,6.4,Z,0.6,2026-07-09,2026-07-10
PRIMEINSUR,Prime Islami Insurance PLC,46.5,4,High risk,67,18.8,fair,39.0,49.1,above upper band,bullish,none,stable,accumulation,high,22.76,0,0,none,,,,,bull,-0.58,Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.534,0.475,0.436,0.2436,2558,53.4,0.92,88,Stretch>50% vs MA200,84.2,6.19,95,49.9,-75.1,-4.32,1.02,14.6,A,unavailable,2026-07-09,2026-07-10
PRIMELIFE,Prime Islami Life Insurance Ltd.,43.3,11,High risk,41,4.7,IN-ZONE,42.4,44.8,inside bands (-0.8σ),bearish,watch-bullish,deteriorating,accumulation,high,0,0,0,none,,,,,bull,-0.58,Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.464,0.417,0.436,0.2436,2558,46.4,-0.77,112,Stretch>50% vs MA200,60.5,5.7,38,45.5,-72.1,-3.92,1.25,5.9,B,0.1,2026-07-09,2026-07-10
PRIMETEX,Prime Textile Spinning Mills Limited,17.5,0,High risk,56,-5.6,IN-ZONE,16.8,20.5,inside bands (-0.4σ),bearish,watch-bullish,deteriorating,distribution,high,64.83,0,0,none,,,,,bull,-0.58,MACD bull cross,NO-EDGE,-0.25,1.08,-7.9,42.8,0.409,0.417,0.436,0.2364,4064,40.9,-0.74,115,Stretch>50% vs MA200,62.5,3.54,40,43.8,-76.0,-3.77,0.83,7.0,Z,0.5,2026-07-09,2026-07-10
PROGRESLIF,Progressive Life Insurance Co. Ltd.,41.4,14,High risk,35,0.2,IN-ZONE,38.6,46.7,inside bands (-0.5σ),bearish,watch-bullish,deteriorating,accumulation,high,0,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch>50% vs MA200,69.1,8.7,55,44.1,-76.9,-4.08,,2.5,Z,0.9,2026-07-09,2026-07-10
PROVATIINS,Provati Insurance PLC.,66.9,0,High risk,82,45.7,EXTENDED,47.5,68.2,above upper band,bullish,none,deteriorating,accumulation,high,22.45,0,0,none,,,,,bull,-0.58,52w-high breakout,WORKS,1.28,1.42,4.8,46.6,0.59,0.475,0.436,0.2367,1189,59.0,6.61,83,52w-high breakout,59.0,6.61,83,39.6,-88.1,-3.41,1.13,68.8,A,unavailable,2026-07-09,2026-07-10
PTL,Paramount Textile PLC.,66.9,49,Mixed,68,8.3,fair,60.5,68.6,inside bands (+1.9σ),bullish,none,improving,accumulation,high,43.89,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,RSI<30 oversold,60.2,1.95,113,31.6,-61.4,-2.67,0.92,6.2,A,unavailable,2026-07-09,2026-07-10
PUBALIBANK,Pubali Bank PLC.,36.0,48,Mixed,37,4.4,IN-ZONE,35.5,37.5,inside bands (+0.8σ),bearish,watch-bullish,improving,neutral,high,54.32,0,0,none,,,,,bull,-0.58,Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.48,0.417,0.436,0.2436,2558,48.0,-0.42,100,RSI<30 oversold,62.8,0.68,156,23.6,-21.6,-2.0,0.55,5.5,A,0.1,2026-07-09,2026-07-10
PURABIGEN,Purabi Gen. Insurance Company Ltd.,34.0,0,High risk,58,11.8,fair,33.5,34.4,inside bands (-0.9σ),bearish,watch-bullish,deteriorating,accumulation,high,14.29,0,0,none,,,,,bull,-0.58,Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.427,0.417,0.436,0.2436,2558,42.7,0.1,75,Stretch<-30% vs MA200,88.6,17.17,44,40.5,-70.1,-3.49,1.06,18.9,A,unavailable,2026-07-09,2026-07-10
QUASEMIND,Quasem Industries Ltd.,45.8,48,Mixed,71,7.1,EXTENDED,43.0,47.9,inside bands (+1.5σ),bullish,watch-bearish,improving,neutral,high,29.06,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch<-30% vs MA200,76.2,7.47,147,40.6,-69.0,-3.47,1.24,4.2,A,unavailable,2026-07-09,2026-07-10
QUEENSOUTH,Queen South Textile Mills Limited,16.4,26,Weak,75,21.7,EXTENDED,14.2,16.8,inside bands (+1.7σ),bullish,watch-bearish,deteriorating,accumulation,high,15.82,0,0,none,,,,,bull,-0.58,52w-high breakout,WORKS,1.28,1.42,4.8,46.6,0.466,0.417,0.436,0.2367,1189,,,,RSI>70 overbought,69.2,4.99,39,37.3,-74.6,-3.11,1.12,10.5,B,unavailable,2026-07-09,2026-07-10
RAHIMAFOOD,Rahima Food Corporation Limited,88.6,8,High risk,18,-11.4,IN-ZONE,86.8,98.4,inside bands (-1.4σ),bearish,none,improving,neutral,high,9.43,3,22,TRIPLE,61.6,4.5,2.95,8027,bull,-0.58,RSI<30 oversold|Below lower Bollinger,WORKS,1.25,1.61,15.2,52.9,0.556,0.475,0.436,0.2542,16105,58.9,6.53,151,52w-high breakout,53.0,6.64,66,46.0,-82.7,-3.96,1.05,1.2,Z,0.1,2026-07-09,2026-07-10
RAHIMTEXT,Rahim Textile Mills PLC.,220.4,36,Weak,78,9.7,EXTENDED,218.0,232.9,above upper band,bullish,none,deteriorating,accumulation,high,25.83,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch<-30% vs MA200,55.9,7.31,111,38.4,-72.9,-3.25,0.92,4.9,A,0.1,2026-07-09,2026-07-10
RAKCERAMIC,RAK Ceramics (Bangladesh) Limited,30.7,0,High risk,62,18.2,fair,25.0,31.0,inside bands (+0.8σ),bearish,none,deteriorating,accumulation,high,15.3,0,0,none,,,,,bull,-0.58,MACD bull cross,NO-EDGE,-0.25,1.08,-7.9,42.8,0.449,0.417,0.436,0.2364,4064,44.9,-0.7,118,Stretch<-30% vs MA200,74.1,6.14,54,34.3,-70.6,-3.06,0.97,9.1,A,unavailable,2026-07-09,2026-07-10
RANFOUNDRY,Rangpur Foundry Ltd.,161.2,59,Mixed,65,3.8,fair,156.0,164.0,above upper band,bullish,none,improving,accumulation,high,35.09,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch<-30% vs MA200,94.4,11.31,36,33.6,-44.5,-2.97,0.52,3.4,A,0.2,2026-07-09,2026-07-10
RDFOOD,Rangpur Dairy & Food Products Ltd.,28.8,31,Weak,49,9.1,fair,25.7,30.8,inside bands (+0.3σ),bearish,watch-bullish,deteriorating,distribution,high,16.92,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch<-30% vs MA200,86.8,9.65,68,41.6,-74.8,-3.66,1.38,9.1,B,unavailable,2026-07-09,2026-07-10
RECKITTBEN,Reckitt Benckiser (Bangladesh) PLC,3327.7,28,Weak,52,-0.7,IN-ZONE,3280.6,3374.9,above upper band,bullish,none,stable,accumulation,high,187.58,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Three Black Crows,52.8,1.01,36,16.1,-46.4,-1.67,0.17,2.4,A,0.5,2026-07-09,2026-07-10
REGENTTEX,Regent Textile Mills Limited,6.4,0,High risk,35,15.1,fair,6.2,6.6,inside bands (-0.4σ),bearish,watch-bullish,deteriorating,neutral,high,26.52,0,0,none,,,,,bull,-0.58,RSI<30 oversold,WORKS,1.25,1.61,15.2,52.9,0.64,0.514,0.436,0.2542,16105,64.0,4.26,86,RSI<30 oversold,64.0,4.26,86,52.3,-91.8,-4.9,1.54,40.1,Z,0.1,2026-07-09,2026-07-10
RELIANCE1,Reliance One the first scheme of Reliance Insurance Mutual Fund,12.0,11,High risk,73,10.8,EXTENDED,10.4,12.4,inside bands (+1.1σ),bullish,none,deteriorating,accumulation,high,10.47,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch>50% vs MA200,95.0,4.75,40,37.4,-59.3,-3.31,0.76,3.1,A,0.2,2026-07-09,2026-07-10
RELIANCINS,Reliance Insurance PLC.,121.8,0,High risk,65,22.2,EXTENDED,114.0,122.3,inside bands (+1.3σ),bearish,none,improving,accumulation,high,78.95,0,0,none,,,,,bull,-0.58,Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.462,0.417,0.436,0.2436,2558,46.2,-1.0,78,Stretch>50% vs MA200,61.5,3.23,39,40.0,-63.7,-3.35,0.89,29.0,A,unavailable,2026-07-09,2026-07-10
RENATA,Renata PLC,460.5,64,Fair,81,8.0,EXTENDED,420.0,461.9,inside bands (+1.5σ),bullish,watch-bearish,deteriorating,accumulation,high,305.49,0,0,none,,,,,bull,-0.58,Morning Star,NO-EDGE,-0.3,1.06,-5.0,43.4,0.565,0.475,0.436,0.2393,2362,56.5,1.18,69,52w-low breakdown,74.4,4.0,78,18.0,-70.6,-1.66,0.65,3.3,A,unavailable,2026-07-09,2026-07-10
RENWICKJA,Renwick Jajneswar & Co (Bd) Ltd.,769.4,0,High risk,90,42.4,EXTENDED,730.0,770.0,above upper band,bullish,none,deteriorating,accumulation,high,-105.59,0,0,none,,,,,bull,-0.58,52w-high breakout,WORKS,1.28,1.42,4.8,46.6,0.662,0.514,0.436,0.2367,1189,66.2,15.54,74,52w-high breakout,66.2,15.54,74,42.9,-67.5,-4.26,,20.3,Z,1.4,2026-07-09,2026-07-10
REPUBLIC,Republic Insurance PLC.,40.3,51,Mixed,76,17.3,EXTENDED,33.3,41.2,inside bands (+0.7σ),bearish,watch-bullish,stable,accumulation,high,19.7,0,0,none,,,,,bull,-0.58,52w-high breakout,WORKS,1.28,1.42,4.8,46.6,0.584,0.475,0.436,0.2367,1189,58.4,2.57,77,Three Outside Up,68.8,6.41,32,39.8,-59.4,-3.34,1.14,8.8,A,0.1,2026-07-09,2026-07-10
RINGSHINE,Ring Shine Textiles Limited,3.7,0,High risk,56,2.3,IN-ZONE,3.6,3.8,inside bands (+1.5σ),bullish,none,deteriorating,accumulation,high,-8.03,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Below lower Bollinger,54.8,1.78,42,46.3,-86.6,-3.7,1.42,6.4,Z,0.2,2026-07-09,2026-07-10
ROBI,Robi Axiata PLC.,32.4,37,Weak,65,6.4,fair,30.2,33.3,inside bands (+1.0σ),bullish,watch-bearish,stable,accumulation,high,13.34,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,RSI>70 overbought,77.1,3.44,35,26.9,-58.3,-2.22,0.78,4.2,A,unavailable,2026-07-09,2026-07-10
